recipe_name,ingredients_list,cuisine,cook_time_minutes,timing,calories,servings,rating,url,img_src,directions
Apricot Glazed Ham,"['fully-cooked', 'bone-in ham', '¼  whole cloves', '½  apricot preserves', 'tablespoons honey mustard']",american,115,"Prep Time: 10 mins, Cook Time: 1 hrs 55 mins, Total Time: 2 hrs 5 mins, Servings: 14, Yield: 1 to 8 - pound ham",664,14,4.5,https://www.allrecipes.com/recipe/162826/apricot-glazed-ham/,https://www.allrecipes.com/thmb/T7uEjBn4pThg5urdPVDXiow0T90=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7881564-486577201a7f40d8bbec0e14f7dd22ab.jpg,"Preheat the oven to 350 degrees F (175 degrees C).
Score the fatty side of the ham with a sharp knife in a diamond pattern, spacing the lines about 1 inch apart. Insert whole cloves at the intersections, if desired. Place the ham in a shallow roasting pan and cover with aluminum foil.
Bake the ham in the preheated oven for about 90 minutes. About 10 minutes before the ham is finished, measure the apricot preserves into a small saucepan. Warm over medium heat until liquid, then remove from the heat and stir in the honey mustard.
Brush the glaze onto the ham, and return to the oven, uncovered, and bake for an additional 15 to 20 minutes, or until the glaze is nicely browned. Let the ham stand for about 10 minutes before carving and serving."
Apricot Brandy and Peach Schnapps Pound Cake,"['white sugar', 'butter', 'softened', 'eggs', 'beaten', 'all-purpose flour', '¼ teaspoon baking soda', '½ teaspoon salt', 'sour cream', '¼  apricot brandy', 'teaspoon lemon zest', 'white sugar', '½  peach schnapps', 'water', 'teaspoon lemon zest', 'apricot preserves', '½  apricot brandy', 'teaspoon lemon zest', '½  almonds']",american,75,"Prep Time: 40 mins, Cook Time: 1 hrs 15 mins, Total Time: 1 hrs 55 mins, Servings: 12, Yield: 12 servings",717,12,5.0,https://www.allrecipes.com/recipe/13699/apricot-brandy-and-peach-schnapps-pound-cake/,https://www.allrecipes.com/thmb/SnGGcWkq7Wwm_uHe5oBJ9PwkWL4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5877385-6097ec811d1943cc94a40eb98e036d5f.jpg,"Butter and flour one angle food tube cake pan. Preheat oven to 325 degrees F (175 degrees C).
In a mixing bowl, cream together butter and sugar for 5 minutes. Add eggs one at a time. Beat well. Sift flour with soda and salt; add sour cream and brandy ending with flour. Bake for 1 hour 15 minutes.
Prepare the syrup in a sauce pan by combining the sugar, peach flavored liqueur, water and lemon zest. Boil for 1 minute.
Turn cake out onto plate and punch holes in bottom of cake with ice pick or something similar. Slowly pour all of syrup into holes until cake is penetrated and syrup is absorbed. Immediately turn cake right side up onto serving plate.
Prepare the topping/glaze by combining the apricot preserves, apricot brandy and lemon zest in a sauce pan and boiling for 1 minute. Drizzle over top of cake. Place sliced almonds on top of glaze along with a little lemon zest if desired.
Serve the cake with sliced fresh peaches and coat with 1/2 cup citrus juice. Add one basket blueberries and mix together. Pour 1/2 cup peach flavored liqueur and 1/2 cup simple syrup over fruit. (simple syrup made from 1/2 cup sugar boiled in 1 cup water for 1 minute and cooled)"
Aileen's Punch,"['can pineapple juice', 'can apricot nectar', 'can frozen limeade concentrate', 'liters lemon-lime flavored carbonated beverage']",american,32,"Prep Time: 5 mins, Total Time: 5 mins, Servings: 30, Yield: 30 servings",92,30,4.7,https://www.allrecipes.com/recipe/20310/aileens-punch/,https://www.allrecipes.com/thmb/Hb-7pqKPUNr-HtV8ORWYSjsf7H4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5459486-ce04517971154e2a8ab3eaa0e6134d71.jpg,"In a punch bowl combine pineapple juice, apricot nectar and limeade; finally, pour in the lemon-lime soda."
Southern Apricot Chicken,"['boneless', 'skinless chicken breast halves', 'apricot preserves', 'sour cream', 'tablespoons dijon mustard', 'salt and pepper to taste']",american,32,"Servings: 12, Yield: 12 servings",239,12,4.1,https://www.allrecipes.com/recipe/86060/southern-apricot-chicken/,https://www.allrecipes.com/thmb/DmfwufcEFhFFbOB84_S5FWFZ5Zk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11954-4d132333881c4a9788d24f9fe620d0e2.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Arrange the chicken pieces in a single layer in the bottom of a 9x13 inch baking dish.
Bake uncovered for 25 to 30 minutes, or until no longer pink in the center, and juices run clear.
While the chicken is cooking, stir together the apricot preserves, sour cream, mustard, salt and pepper in a small bowl. When the chicken is done, remove from the oven, and coat with the sauce. Return to the oven for 10 to 12 minutes, or until sauce is bubbly and hot."
Spicy Air Fryer Pork Chops with Apricot Glaze,"['water', 'tablespoons kosher salt', 'tablespoons white sugar', 'bone-in center loin pork chops', 'about -inch thick', 'teaspoon chili powder', 'or to taste', 'teaspoon onion powder', '½ teaspoon salt', '¼ teaspoon white pepper']",american,15,"Prep Time: 15 mins, Cook Time: 15 mins, Additional Time: 2 hrs 30 mins, Total Time: 3 hrs, Servings: 4, Yield: 4 servings",282,4,5.0,https://www.allrecipes.com/recipe/285573/spicy-air-fryer-pork-chops-with-apricot-glaze/,https://www.allrecipes.com/thmb/HlfwiiXjZb13qYNaI_MYNWoo5Q4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9399833-7332c084d1c94b31ad3883d0a91edd83.jpg,"Combine water, salt, and sugar in a bowl and stir until the crystals are dissolved. Add pork chops, cover, and refrigerate for at least 2 hours, or up to 4 hours.
Remove pork chops from the brine and shake off excess. Discard the remaining brine. Pat chops dry with paper towels and place on a plate or cutting board.
Combine chili powder, onion powder, salt, and white pepper in a small bowl. Distribute 1/2 of the rub mixture among the 4 chops and rub to coat the entire surface. Turn the chops and repeat. Allow chops to come to room temperature, about 30 minutes.
Meanwhile, combine apricot all-fruit spread, hoisin sauce, ginger, garlic, chili-garlic sauce, and lime juice for the glaze in a medium, microwave-safe bowl.
Microwave mixture on high for 3 minutes, stirring halfway through. Carefully remove glaze and set aside.
Preheat air fryer to 400 degrees F (200 degrees C) if recommended by manufacturer. Spray each side of seasoned and rubbed chops with cooking spray.
Place chops in the air fryer in a single layer and air-fry for 8 minutes, turning halfway through.
Brush the tops of the chops with prepared glaze and air-fry until pork chops are no longer pink in the center, 2 to 3 minutes. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).
Sprinkle chops with minced parsley, and serve with remaining glaze."
Boozy Apricot Jam,"['½ pounds firm-ripe apricots', 'halved and pitted', 'package fruit pectin', 'white sugar', '⅓  apricot brandy']",american,5,"Prep Time: 30 mins, Cook Time: 5 mins, Additional Time: 8 hrs, Total Time: 8 hrs 35 mins, Servings: 144, Yield: 9 half-pint jars",44,144,5.0,https://www.allrecipes.com/recipe/264865/boozy-apricot-jam/,https://www.allrecipes.com/thmb/W4R-FlL7ze11Wg0h5Fsxf2Qvt6w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5403766-cea33cc7c12f48558dc0c428501955b0.jpg,"Inspect 9 half-pint jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water until jam is ready. Wash new, unused lids and rings in warm soapy water.
Finely chop apricots and measure; you should have 5 cups prepared fruit. Transfer apricots to a large saucepan over medium heat. Stir in pectin and slowly bring mixture to a full rolling boil. Add sugar and stir to dissolve. Return to a full rolling boil over high heat and boil for exactly 1 minute, stirring constantly. Skim off any foam with a ladle or a large spoon.
Remove from heat and stir in the apricot brandy.
Pack apricot jam into the prepared jars, filling to within 1/4 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any spills. Top with lids and tightly screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart. Let rest for 24 hours without moving the jars. Gently press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area."
Espresso Biscotti,"['¼  unsalted butter', '¾  white sugar', 'eggs', 'teaspoon vanilla extract', '¼  pastry flour', 'teaspoon ground cinnamon', 'teaspoon baking powder', 'teaspoon instant espresso powder', 'teaspoons grated orange zest', '½  chocolate chips', '½  dried apricots', '½  dried cranberries', '½  slivered almonds', 'egg white', 'lightly beaten']",american,60,"Prep Time: 25 mins, Cook Time: 1 hrs, Total Time: 1 hrs 25 mins, Servings: 24, Yield: 24 biscotti",157,24,4.2,https://www.allrecipes.com/recipe/152952/espresso-biscotti/,https://www.allrecipes.com/thmb/gsVgRcYiMKA1HmBB1EWQT589FDQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1823218-78353858e475443dba48e0815eec3242.jpg,"Preheat oven to 350 degrees F (175 degrees C). Grease a cookie sheet or line it with parchment paper.
Cream together butter and sugar in a bowl until light and fluffy. Beat in eggs and vanilla.
Sift together the flour, cinnamon, and baking powder in a separate bowl. Mix dry ingredients into the egg mixture. Stir in the espresso powder, orange zest, chocolate chips, dried apricots, dried cranberries and almonds.
Shape dough into two equal logs approximately 12 inches long by 2 inches diameter. Place logs on baking sheet, and flatten out to about 1 inch thickness. Brush the log with egg wash.
Bake in the preheated oven until edges are golden and the center is firm, about 35 to 40 minutes. Remove from oven to cool on the pans. When loaves are cool enough to handle, use a serrated knife to slice the loaves diagonally into 1/2 inch thick slices. Return the slices to the baking sheet.
Reduce oven temperature to 325 degrees F (165 degrees C). Bake until they start turning light brown, 15 to 20 minutes. Cool completely, and store in an airtight container at room temperature."
Apricot Balls,"['½  dried apricots', '½  brown sugar', '½  flaked coconut', '½  can sweetened condensed milk', 'flaked coconut for rolling']",american,32,"Prep Time: 15 mins, Total Time: 15 mins, Servings: 12, Yield: 12 servings",225,12,3.9,https://www.allrecipes.com/recipe/25647/apricot-balls/,https://www.allrecipes.com/thmb/KYt9s0KDbqcWGrECqhsl8gTCKzI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4602520-1949ffddbba54bb68d97176986d66288.jpg,Mince apricots in a food processor. Place in a bowl and toss with brown sugar. Stir in 1/2 cup coconut and condensed milk. Shape into 1 inch balls and roll in coconut. Keep refrigerated.
Nectarine Jam,"['pounds nectarines - peeled', 'pitted', 'and chopped', 'tablespoons lemon juice', 'sugar', 'package fruit pectin', 'drops almond extract', 'or to taste']",american,20,"Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 1 day, Total Time: 1 day 40 mins, Servings: 40",84,40,4.8,https://www.allrecipes.com/recipe/265910/nectarine-jam/,https://www.allrecipes.com/thmb/5sngx6ItbO0K9Zpq2aqpwStyz7g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Nectarine-Jam-2000-cff3dcfca08541bd8587a7f15783daef.jpg,"Inspect five (1/2-pint) jars for cracks and rings for rust; discard any defective ones. Immerse the jars and rings in simmering water until jam is ready. Wash new, unused lids and rings in warm soapy water.
Measure finely chopped, peeled nectarines; you should have 4 1/2 cups. Add to a heavy pot and immediately mix with lemon juice so they don't turn brown.
Combine 1/4 cup sugar and fruit pectin in a small bowl. Add to nectarines in the pot; stir well. Slowly bring mixture to a full rolling boil that does not stop bubbling when stirred. Add remaining 2 3/4 cups sugar and stir to dissolve, making sure to scrape over the bottom of the pot. Boil for exactly 1 minute, stirring constantly.
Remove from heat and stir in almond extract.
Pack jam into the prepared jars, filling to within 1/4 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe the rims with a moist paper towel to remove any spills. Top with the lids and tightly screw on the rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart. Let rest for 24 hours without moving the jars.
Gently press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area."
Nectarine Pie,"['⅔  white sugar', 'tablespoons all-purpose flour', '½ teaspoon ground cinnamon', 'heavy whipping cream', '¼ teaspoon almond extract', 'nectarines', 'unbaked pie shell']",american,32,"Servings: 8, Yield: 1 to 9 - inch pie",343,8,4.4,https://www.allrecipes.com/recipe/12392/nectarine-pie/,https://www.allrecipes.com/thmb/hsYS9QybVdM2EaExavt6N55_c-k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/251182-0ad6eb81e54244feadce4ee2be865831.jpg,"Preheat oven to 400 degrees F (205 degrees C). Place a large pot of water over high heat, and bring to a boil.
Combine sugar, flour, cinnamon, heavy cream and almond extract. Set aside.
Place the nectarines in boiling water for 30 to 45 seconds. Immediately place nectarines under cold running water and remove skins. Cut nectarines in half and remove pits. Place halves in the pie shell with the cut side down. Pour the cream mixture around the nectarines.
Bake at 400 degrees F (205 degrees C) for 35 to 40 minutes. Good served warm or cold."
"Summer Fruit Salad with a Lemon, Honey, and Mint Dressing","['cubed seeded watermelon', 'sliced fresh strawberries', 'large  fresh peaches', 'cut into cubes', 'large  nectarines', 'cut into cubes', 'red anjou pear', 'cut into cubes', 'seedless grapes', 'halved', 'lemons', 'juiced', '¼  minced fresh mint', '½  lemon', 'zested', 'tablespoon honey']",greek,15,"Prep Time: 20 mins, Additional Time: 1 hrs, Total Time: 1 hrs 20 mins, Servings: 8, Yield: 8 servings",117,8,4.9,https://www.allrecipes.com/recipe/228231/summer-fruit-salad-with-a-lemon-honey-and-mint-dressing/,https://www.allrecipes.com/thmb/P8ZElia8ILnp2sFPvQUKliqnyRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1003504-faf9fb343b2d467bb143cef9f505b671.jpg,"Combine watermelon, strawberries, peaches, nectarines, pear, and grapes in a large mixing bowl.
Whisk lemon juice, mint, lemon zest, and honey together in a small bowl; drizzle over the fruit mixture and toss to coat.
Refrigerate 1 hour before serving."
Chef John's Nectarine Salsa,"['finely diced nectarine', '½  finely diced red bell pepper', '⅓  finely diced onions', 'tablespoons finely diced jalapeno pepper', 'tablespoon chopped fresh cilantro', 'tablespoon fresh lime juice', 'teaspoons olive oil', '½ teaspoon salt', 'plus more to taste', 'pinch cayenne pepper', 'pinch freshly ground black pepper']",mexican,15,"Prep Time: 20 mins, Additional Time: 30 mins, Total Time: 50 mins, Servings: 6, Yield: 2 cups",42,6,4.8,https://www.allrecipes.com/recipe/244391/chef-johns-nectarine-salsa/,https://www.allrecipes.com/thmb/Vkhx-ClzT3oTl5FZ8WZjfFeYfVM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5482571-b522b102290d4e38a5bc7df9d9d11982.jpg,"Combine nectarines, bell pepper, onions, jalapeno pepper, and cilantro in a bowl. Stir in lime juice, olive oil, salt, and cayenne pepper.
Cover bowl with plastic wrap. Refrigerate to let flavors develop, 30 minutes to 1 hour.
Before serving, stir in black pepper. Add a pinch more salt, if needed.









"
Easy Grilled Nectarines,"['fresh nectarines', 'pitted and halved', 'tablespoons melted unsalted butter', 'tablespoons brown sugar']",american,5,"Prep Time: 5 mins, Cook Time: 5 mins, Total Time: 10 mins, Servings: 4, Yield: 4 servings",174,4,5.0,https://www.allrecipes.com/recipe/263769/easy-grilled-nectarines/,https://www.allrecipes.com/thmb/sZ_mvu_RFHGck0ZrHgAnzB_MlaY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6897825-a50b9b70bde6401885bef6aab1a42ffe.jpg,"Brush each nectarine half with 1/4 tablespoon melted butter and sprinkle with 1/2 tablespoon brown sugar.
Preheat the grill on medium heat. Place nectarines into an aluminum grill dish or directly onto the grill. Grill until lightly browned, turning occasionally, 3 to 5 minutes."
Fabulous Fruit Salad,"['red apple', 'cored and chopped', 'granny smith apple', 'cored and chopped', 'nectarine', 'pitted and sliced', 'stalks celery', 'chopped', '½  dried cranberries', '½  chopped walnuts', 'container nonfat lemon yogurt']",american,32,"Prep Time: 20 mins, Total Time: 20 mins, Servings: 4, Yield: 4 servings",262,4,4.6,https://www.allrecipes.com/recipe/14187/fabulous-fruit-salad/,https://www.allrecipes.com/thmb/z9VQO3AkEahWW1O2UwmJu7s02c0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/614043-3e08febe0e784968ad84516105ea8de2.jpg,"In a large bowl, combine red apple, Granny Smith apple, nectarine, celery, dried cranberries, and walnuts. Mix in yogurt. Chill until ready to serve."
Summer Fruit Salad with Whipped Cream,"['⅓  water', 'tablespoons white sugar', '¼  raspberry-flavored liqueur', 'tablespoons fresh lemon juice']",american,10,"Prep Time: 30 mins, Cook Time: 10 mins, Total Time: 40 mins, Servings: 8, Yield: 8 servings",166,8,5.0,https://www.allrecipes.com/recipe/233648/summer-fruit-salad-with-whipped-cream/,https://www.allrecipes.com/thmb/qlz4jKvs8v3ek35K85rPGXoFYxA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2342617-1f0bdf99f2b3456fb771318bb1bfa24e.jpg,"Stir water, 5 tablespoons sugar, 1/4 cup raspberry-flavored liqueur, and lemon juice together in a saucepan over medium-low heat. Bring the mixture to a boil, reduce heat to low, and simmer, stirring frequently, until the sugar dissolves completely, about 8 minutes. Set aside to cool.
Mix nectarines, cherries, strawberries, raspberries, and blueberries in a large bowl. Pour the cooled sugar mixture over the fruit and toss gently to coat.
Beat heavy whipping cream and 2 teaspoons sugar in a bowl with an electric hand mixer on high until stiff peaks form. Fold 1 teaspoon raspberry-flavored liqueur into the whipped cream; spoon over the fruit salad and sprinkle evenly with almonds."
"Spinach, Nectarine, and Halloumi Salad","['tablespoons white wine vinegar', 'tablespoons extra-virgin olive oil', 'teaspoons honey', 'teaspoon dijon mustard', '¼ teaspoon salt', '¼ teaspoon ground black pepper', '¼ teaspoon dried basil', 'baby spinach', 'nectarine', 'pitted and sliced', '¼  sliced almonds', 'toasted', 'tablespoons thinly sliced red onion', 'tablespoons thinly sliced red bell pepper', 'package halloumi cheese', 'sliced into -inch strips']",american,5,"Prep Time: 20 mins, Cook Time: 5 mins, Total Time: 25 mins, Servings: 4, Yield: 4 servings",377,4,4.8,https://www.allrecipes.com/recipe/266537/spinach-nectarine-and-halloumi-salad/,https://www.allrecipes.com/thmb/6Ki_YAOlD4CuoG1Vk3VDCuEv-MY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5553322-d891ac36fdf848cc898218513f330d0c.jpg,"Whisk vinegar, olive oil, honey, mustard, salt, pepper, and basil together in a medium bowl. Set vinaigrette aside.
Toss 1/2 of the vinaigrette together with spinach, nectarine, almonds, red onion, and bell pepper in a large bowl.
Heat a nonstick skillet over medium-high heat. Add strips of halloumi and let cook until the undersides are golden brown and all liquid has been released and evaporates, about 4 minutes. Flip and cook until other side is golden brown, about 1 minute more.
Plate servings of salad, top with warm halloumi slices, and serve with remaining vinaigrette."
Grilled Pork Chops with Fresh Nectarine Salsa,"['nectarines', 'pitted and diced', 'ripe tomato', 'seeded and diced', '¼  diced onion', 'tablespoons chopped fresh cilantro', 'tablespoons fresh lime juice', '¼ teaspoon crushed red pepper flakes', 'or to taste', 'salt to taste', 'teaspoon ground cumin', 'teaspoon chili powder', 'salt and ground black pepper to taste', 'tablespoons olive oil', 'boneless pork loin chops']",american,8,"Prep Time: 25 mins, Cook Time: 8 mins, Total Time: 33 mins, Servings: 4, Yield: 4 servings",410,4,4.6,https://www.allrecipes.com/recipe/143355/grilled-pork-chops-with-fresh-nectarine-salsa/,https://www.allrecipes.com/thmb/55VW4z9buoXZXkxY-SqhHmj3UXQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/143355-Grilled-Pork-Chops-with-Fresh-Nectarine-Salsa-Unruly-Bliss_5490795_original-4x3-1-76d4b1b2fc934a0a841e670262910439.jpg,"Preheat an outdoor grill for medium-high heat. Lightly oil grate, and set 4 inches from the heat.
To make the salsa, place the nectarines, tomato, onion, cilantro, lime juice, and red pepper flakes in a bowl; toss to blend. Season to taste with salt. Cover, and refrigerate 30 minutes to blend flavors.
Stir the cumin, chili powder, salt, and pepper together in a small bowl. Place the olive oil in a small bowl. Brush the pork chops with oil, and season both sides evenly with the cumin mixture.
Place pork loin chops on the preheated grill. Cook until lightly browned and juices run clear, about 4 minutes on each side. Place pork chops on serving plates, and top with a generous spoonful of salsa."
Flavored Water,"['½ small cucumber', 'sliced thin', '½  nectarine', 'pitted and chopped', '½  lemon', 'sliced', '½  lemon', 'juiced', '½  lime', 'sliced', '½  lime', 'juiced', 'slices ginger root', 'peeled', 'or more to taste', 'melissa leaves', 'or more to taste', 'quarts water', 'drop liquid stevia', 'or to taste']",american,32,"Prep Time: 15 mins, Additional Time: 2 hrs, Total Time: 2 hrs 15 mins, Servings: 8, Yield: 2 liters",8,8,5.0,https://www.allrecipes.com/recipe/246155/flavored-water/,https://www.allrecipes.com/thmb/5i4We_W0OE_ae8gL8kbAPaT4rGc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3407928-1c5cdfbc03ea4dfcb5a503d1f0339131.jpg,"Place cucumber, nectarine, lemon slices, lemon juice, lime slices, lime juice, ginger, and melissa leaves in a large pitcher; mash gently with a wooden spoon. Pour in water, stir, and refrigerate until flavors blend, 2 hours to overnight. Strain; serve over ice."
Peach and Nectarine Crumble,"['soft peaches', 'or as needed', 'soft nectarines', 'or as needed', '½  white sugar', 'tablespoons cornstarch', 'teaspoon vanilla extract']",american,30,"Prep Time: 20 mins, Cook Time: 30 mins, Additional Time: 15 mins, Total Time: 1 hrs 5 mins, Servings: 10, Yield: 1 9-inch baking pan",262,10,4.8,https://www.allrecipes.com/recipe/258812/peach-and-nectarine-crumble/,https://www.allrecipes.com/thmb/2BQuV0JBFO0KWPSul_FR4O9vkmk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548393-c3fd68e4640e4ec483352d468010aa40.jpg,"Preheat oven to 375 degrees F (190 degrees C). Grease a 9-inch baking pan.
Boil peaches and nectarines 1 fruit at a time in a pot until very soft, about 30 seconds each. Let cool until ready to handle. Peel, core, and chop into bite-sized pieces.
Mix the fruit, sugar, cornstarch, and vanilla extract together in a large bowl. Pour into the prepared pan.
Combine flour, brown sugar, coconut oil, baking powder, cinnamon, and salt in a bowl. Mix with hands or a fork until crumbly. Sprinkle evenly over the fruit mixture.
Bake in the preheated oven until top is browned and juice appears bubbly, about 30 minutes. Let cool for at least 15 minutes before serving."
Caramelized Nectarine,"['nectarine', 'tablespoons white sugar', 'tablespoons plain yogurt']",american,2,"Prep Time: 5 mins, Cook Time: 2 mins, Total Time: 7 mins, Servings: 2, Yield: 2 servings",101,2,4.3,https://www.allrecipes.com/recipe/247294/caramelized-nectarine/,https://www.allrecipes.com/thmb/3gIu0QZw9eQp5oZ8mct8HngbjG8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3859858-1a25b43f0fe54d28bb26f995f2ae5431.jpg,"Cut nectarine all the way around and twist open. Remove pit. Sprinkle sugar on the cut side of each nectarine half.
Place nectarine, cut-side down, onto a griddle or in a skillet over medium heat; cook for 1 1/2 minutes. Transfer nectarines to a plate, cut-side up, and top each with plain yogurt."
Vegan Overnight Oats with Chia Seeds and Fruit,"['⅓  almond milk', 'ripe bananas', 'mashed', '¼  rolled oats', '¾  water', 'tablespoons chia seeds', '½ teaspoon ground cinnamon', '¼  fresh blueberries', '¼  fresh blackberries', 'nectarine', 'peeled and diced']",american,5,"Prep Time: 5 mins, Cook Time: 5 mins, Additional Time: 8 hrs, Total Time: 8 hrs 10 mins, Servings: 2, Yield: 2 servings",512,2,5.0,https://www.allrecipes.com/recipe/264546/vegan-overnight-oats-with-chia-seeds-and-fruit/,https://www.allrecipes.com/thmb/RlA2mK3v79KL4Xmd7rifcy_pVjs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5382785-8660bd96c3ea41fe9bac622d6e5db16b.jpg,"Combine almond milk, bananas, oats, water, chia seeds, and cinnamon in a jar or airtight container; stir together. Cover and refrigerate, 8 hours to overnight.
Place oat mixture in a saucepan over low heat and gently cook for about 5 minutes. Divide between 2 bowls and top with blueberries, blackberries, and nectarine."
Nectarine Upside-Down Cake,"['tablespoons butter', 'at room temperature', '¼  brown sugar', 'fresh nectarines', 'sliced into bite-size pieces']",american,35,"Prep Time: 20 mins, Cook Time: 35 mins, Additional Time: 20 mins, Total Time: 1 hrs 15 mins, Servings: 10, Yield: 1 9-inch cake",338,10,4.2,https://www.allrecipes.com/recipe/247291/nectarine-upside-down-cake/,https://www.allrecipes.com/thmb/Co2wC3vp-KKptUxz5QCXJze5Kvo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8269542-f703898479d643c3bed19554a13a7509.jpg,"Preheat oven to 340 degrees F (170 degrees C). Place butter in a 9-inch round cake pan and melt in the oven as it preheats.
Remove pan from oven and sprinkle brown sugar evenly over melted butter. Arrange nectarine pieces on the brown sugar layer.
Gently whisk flour, baking powder, and salt together in a bowl. Beat unsalted butter and white sugar together in a separate bowl until creamy and smooth; add eggs, 1 at a time, beating well after each addition. Beat vanilla extract into the creamed butter mixture. Add flour mixture to creamed butter mixture; beat on low speed just until batter is combined, about 1 minute. Spread batter over nectarine layer.
Increase oven temperature to 350 degrees F (180 degrees C).
Bake in the preheated oven until cake is golden brown and a toothpick inserted in the center comes out clean, 35 to 40 minutes. Cool cake in pan on a wire rack for 15 minutes. Run a knife around edge of pan and invert cake onto a serving plate. Serve warm or at room temperature."
Nectarine Salsa,"['nectarines', 'pitted and chopped', '¼ medium red onion', 'finely chopped', '¼  balsamic vinegar', 'teaspoon white sugar', '½ teaspoon dried cilantro', '½ teaspoon kosher salt', 'freshly ground black pepper to taste']",mexican,10,"Prep Time: 10 mins, Cook Time: 10 mins, Additional Time: 5 mins, Total Time: 25 mins, Servings: 2, Yield: 2 servings",109,2,4.1,https://www.allrecipes.com/recipe/73729/nectarine-salsa/,https://www.allrecipes.com/thmb/KAK7pUMXV6bbj9bxY7GP_GEZE9M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2501054-1b8e3aa5a2574a548b2824f5eae2a11c.jpg,"In a bowl, mix the nectarines, onion, vinegar, sugar, cilantro, salt, and pepper. Allow to sit 5 minutes.
In a skillet over medium heat, cook and stir the nectarine mixture 10 minutes, until onion and nectarines are tender and lightly browned."
Caribbean Chicken,"['teaspoon paprika', 'teaspoon onion powder', 'teaspoon garlic powder', 'teaspoon dried parsley', '½ teaspoon dried oregano', 'teaspoon salt', 'teaspoon pepper', 'boneless', 'skinless chicken breast halves', '¼  duck sauce', '¼  marinara sauce', 'teaspoon mango hot sauce', '¾  fresh pink grapefruit juice', 'divided', 'italian seasoned bread crumbs', 'ripe nectarine', 'pitted and sliced']",caribbean,30,"Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 4, Yield: 4 servings",320,4,4.0,https://www.allrecipes.com/recipe/36908/caribbean-chicken/,https://www.allrecipes.com/thmb/3G40LYeJgBoEGhDoIkPWpgHez8Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12820-098656b798be486c80007c8a88833eee.jpg,"Preheat oven to 375 degrees F (190 degrees C). Line a baking dish with parchment paper.
In a large bowl, mix together paprika, onion powder, garlic powder, parsley, oregano, salt and pepper. Toss with chicken breasts until evenly coated. In a bowl, combine duck sauce, marinara sauce, mango hot sauce and 1/4 cup grapefruit juice. Coat chicken evenly with sauce mixture. Place bread crumbs in a shallow dish, and dredge chicken until evenly breaded. Place chicken in baking dish. Place nectarine slices around the edge of baking dish.
Bake in preheated oven for 15 minutes. Turn the chicken, pour 1/2 cup grapefruit juice over chicken, and continue cooking for another 15 minutes or until done."
